time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-13 00:00:00+00:00,17,6,0,0
2026-06-14 00:00:00+00:00,26,7,0,0
2026-06-15 00:00:00+00:00,33,8,0,0
2026-06-16 00:00:00+00:00,17,6,0,0
2026-06-17 00:00:00+00:00,9,4,0,0
2026-06-18 00:00:00+00:00,38,13,0,0
2026-06-19 00:00:00+00:00,79,25,0,0
2026-06-20 00:00:00+00:00,45,13,0,0
2026-06-21 00:00:00+00:00,43,11,0,0
2026-06-22 00:00:00+00:00,44,13,0,0
2026-06-23 00:00:00+00:00,69,19,0,0
2026-06-24 00:00:00+00:00,17,6,0,0
2026-06-25 00:00:00+00:00,56,15,0,0
2026-06-26 00:00:00+00:00,22,11,0,0
